id	X.id	X.type	type	name	flat	details.description	details.numberOfClasses	details.categories	details.hasOntologyLanguage	details.released	details.creationDate	details.homepage	details.publication	details.documentation	details.version	details.metricsAvailable	details.hasSubmissions
DIKB	https://data.bioontology.org/ontologies/DIKB	http://data.bioontology.org/metadata/Ontology	Ontology	Drug Interaction Knowledge Base Ontology	FALSE	"An evidence taxonomy for pharmacologic studies that, when combined with a set of inclusion criteria, enable drug experts to specify what their confidence in a drug mechanism assertion would be if it were supported by a specific set of evidence.

Boyce R, Collins C, Horn J, Kalet I. Computing with evidence Part I: A drug-mechanism evidence taxonomy oriented toward confidence assignment. J Biomed Inform. 2009 Dec;42(6):979-89. Epub 2009 May 10. PubMed PMID: 19435613; PubMed Central PMCID: PMC2783801. "	161	Vocabularies	OWL	2015-05-18T00:00:00+00:00	2015-05-19T04:53:32-07:00	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/front-page.html	http://www.ncbi.nlm.nih.gov/pubmed/19435613	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/front-page.html	Version 1.6	TRUE	TRUE
SCDO	https://data.bioontology.org/ontologies/SCDO	http://data.bioontology.org/metadata/Ontology	Ontology	Sickle Cell Disease Ontology	FALSE	"The Sickle Cell Disease Ontology (SCDO) project is a collaboration between H3ABioNet (Pan African Bioinformatics Network) and SPAN (Sickle Cell Disease Pan African Network). The SCDO is currently under development and its purpose is to:

1) establish community standardized SCD terms and descriptions,
2) establish canonical and hierarchical representation of knowledge on SCD,
3) links to other ontologies and bodies of work such as DO, PhenX, MeSH, ICD, NCI’s thesaurus, SNOMED and OMIM.

Once complete, we anticipate that the ontology will:

1) be the most comprehensive collection of knowledge on SCD,
2) facilitate exploration of new scientific questions and ideas,
3) facilitate seamless data sharing and collaborations including meta-analysis within the SCD community,
4) support the building of databasing and clinical informatics in SCD."	2072	Biomedical Resources	OWL	2021-05-06T18:30:09-07:00	2021-05-06T18:30:13-07:00	http://scdontology.h3abionet.org	https://scdontology.h3abionet.org		2021-04-15	TRUE	TRUE
NEUDIGS	https://data.bioontology.org/ontologies/NEUDIGS	http://data.bioontology.org/metadata/Ontology	Ontology	Neuroscience Domain Insight Graph	FALSE	Neuroscience Domain Insight Graphs provide a framework for expressing linked open data about neuronal populations expressed as statements about (A) distributions of subcellular components, (B) measurable physiological changes under various experimental conditions. The goal of this representation is to provide a computable language for reasoning over experimental neuroscientific findings.   	23	Cellular anatomy |Anatomy|Cell	OWL	2017-02-23T00:00:00+00:00	2017-02-23T21:10:01-08:00	http://dig.isi.edu			0.0.1	TRUE	TRUE
VIDO	https://data.bioontology.org/ontologies/VIDO	http://data.bioontology.org/metadata/Ontology	Ontology	Virus Infectious Disease Ontology	FALSE	The Virus Infectious Disease Ontology (IDO Virus) is an extension of the Infectious Disease Ontology (IDO). IDO Virus follows OBO Foundry guidelines, employs the Basic Formal Ontology as its starting point, and covers epidemiology, classification, pathogenesis, and treatment of terms used by Virologists, i.e. virus, prion, satellite, viroid, etc. 	429	Other	OWL	2020-06-05T00:00:00+00:00	2020-08-03T00:58:26-07:00	https://github.com/infectious-disease-ontology-extensions/ido-virus		https://github.com/infectious-disease-ontology-extensions/ido-virus	8-3-2020	TRUE	TRUE
PMO	https://data.bioontology.org/ontologies/PMO	http://data.bioontology.org/metadata/Ontology	Ontology	Performed Music Ontology	FALSE	An extension to the Library of Congress BIBFRAME ontology for performed music.	45	Upper Level Ontology	OWL	2018-07-03T18:09:40-07:00	2018-07-03T18:09:41-07:00				1.0	TRUE	TRUE
COPDO	https://data.bioontology.org/ontologies/COPDO	http://data.bioontology.org/metadata/Ontology	Ontology	COPD Ontology	FALSE	The COPD Ontology  is a biomedical ontology used for modelling concepts associated to chronic obstructive pulmonary disease in routine clinical databases.	108	Health|Human	OWL	2017-06-26T00:00:00+00:00	2017-06-26T10:15:54-07:00	clininf.eu			1	TRUE	TRUE
OCHV	https://data.bioontology.org/ontologies/OCHV	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Consumer Health Vocabulary	FALSE	"A SKOS-encoded implementation of  the ""Open Access, Collaborative Consumer Health Vocabulary Initiative"" by the University of Utah (consumerhealthvocab.org and layhealthinformatics.com)"	115645	Vocabularies	OWL	2016-01-21T00:00:00+00:00	2019-09-25T18:59:09-07:00				1	TRUE	TRUE
FYPO	https://data.bioontology.org/ontologies/FYPO	http://data.bioontology.org/metadata/Ontology	Ontology	Fission Yeast Phenotype Ontology	FALSE	FYPO is being developed to support the comprehensive and detailed representation of phenotypes in PomBase, the new online fission yeast resource (www.pombase.org). Its scope is similar to that of the Ascomycete Phenotype Ontology (APO), but FYPO includes more detailed pre-composed terms as well as computable definitions.	12182	Phenotype	OWL	2020-05-12T18:04:01-07:00	2020-05-12T18:04:17-07:00	https://github.com/pombase/fypo				TRUE	TRUE
OHMI	https://data.bioontology.org/ontologies/OHMI	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Host-Microbe Interactions	FALSE	OHMI is a biomedical ontology that represents the entities and relations in the domain of host-microbiome interactions.	1025	Experimental Conditions|Immunology|Biological Process|Phenotype|Microbial Anatomy	OWL	2019-09-23T18:12:56-07:00	2019-09-23T18:12:59-07:00	https://github.com/ohmi-ontology/ohmi			2019-09-17	TRUE	TRUE
CMPO	https://data.bioontology.org/ontologies/CMPO	http://data.bioontology.org/metadata/Ontology	Ontology	Cellular microscopy phenotype ontology	FALSE	The Cellular Microscopy Phenotype Ontology (CMPO) is a species neutral ontology for describing general phenotypic observations relating to the whole cell, cellular components, cellular processes and cell populations. CMPO is an application ontology developed in OWL that contains precomposed phenotypes descriptions that are defined using the Gene Ontology (GO) and the Phenotype Trait Ontology (PATO).	813	Cellular anatomy |Phenotype|Cell	OWL	2015-06-24T18:01:45-07:00	2015-06-24T18:01:45-07:00	https://github.com/EBISPOT/CMPO			1.3	TRUE	TRUE
EMO	https://data.bioontology.org/ontologies/EMO	http://data.bioontology.org/metadata/Ontology	Ontology	Enzyme Mechanism Ontology	FALSE	This ontology describes the components of an enzyme and its reaction mechanism including the roles that the components play in the reaction mechanism.	160	Protein	OWL	2011-06-29T00:00:00+00:00	2015-09-23T03:23:31-07:00					TRUE	TRUE
CWD	https://data.bioontology.org/ontologies/CWD	http://data.bioontology.org/metadata/Ontology	Ontology	Consumer Wearable Device	FALSE	"Consumer Wearable Devices (CWD) enable passive, low-burden, longitudinal collection of data relevant to health behaviors, human performance, and biometrics.   Such data are increasingly used to tailor clinical and public health interventions and as outcome measures in clinical trials.  The uptake of CWD in research applications warrants an examination of the data collected from these products.  This ontology was developed based on a review of publicly available documentation and data sets from three CWD vendors and is open for researchers to modify + extend as new features become available.  




"	46	Health	OWL	2018-04-19T00:00:00+00:00	2018-04-19T09:53:22-07:00					TRUE	TRUE
NEICBEER	https://data.bioontology.org/ontologies/NEICBEER	http://data.bioontology.org/metadata/Ontology	Ontology	The NeIC PaRI beer vocabulary	FALSE	This vocabulary is used to create a machine actionable dataset of beer and beer consumption	2	Other	SKOS	2021-06-14T00:00:00+00:00	2021-06-14T08:45:51-07:00				0.1.0	TRUE	TRUE
SHR	https://data.bioontology.org/ontologies/SHR	http://data.bioontology.org/metadata/Ontology	Ontology	Student Health Record Ontology	FALSE	The goal of SHR project is to develop an ontology for the description of student health records. Student health records are created for entering college students in order to provide better health services will be formed. This file contains various sections such as history of disease, family history of disease, public examinations and ... .	295		OWL	2011-09-29T00:00:00+00:00	2015-01-09T04:36:20-08:00	http://www.shojaee.com/shr/			1.1	TRUE	TRUE
ONSTR	https://data.bioontology.org/ontologies/ONSTR	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology for Newborn Screening Follow-up and Translational Research	FALSE	"Ontology for Newborn Screening Follow-up and Translational Research (ONSTR) is an application ontology covering the domain of newborn screening, follow-up and translational research pertaining to patients diagnosed with inheritable and congenital diseases mainly identified through newborn dried blood spot screening. 
ONSTR is a central component of the project Newborn Screening Follow-up Data Integration Collaborative (NBSDC).

ONSTR uses the Basic Formal Ontology v2 (BFO2, v2012-07-20) as top-level ontology and extends the classes imported from OBO Foundry ontologies and candidate ontologies.

For latest release notes please see: 
http://onstr.googlecode.com/svn/tags/currentRelease/2013-05-02/

NBSDC project page: https://nbsdc.org  (under construction).

"	1866	Health|Dysfunction|Biological Process|Phenotype|Human|Development	OWL	2014-09-03T00:00:00+00:00	2014-09-04T06:42:34-07:00	http://code.google.com/p/onstr/	https://nbsdc.org/publications.php	http://onstr.googlecode.com/svn/docs/	0.4	TRUE	TRUE
PATIT	https://data.bioontology.org/ontologies/PATIT	http://data.bioontology.org/metadata/Ontology	Ontology	Placental Investigative Technique	FALSE	Experimental methods and observation types used in placental research. The PAT Investigative Techniques ontology builds on work done for a handful of existing ontologies, including the Ontology for Biomedical Investigations (OBI) and NCI Thesaurus (NCIT), and was further developed by PAT External Scientific Panel Members and contributions from other subject matter experts.	139	Other	OWL	2020-01-13T00:00:00+00:00	2020-01-13T12:09:29-08:00				1.0	TRUE	TRUE
DTO	https://data.bioontology.org/ontologies/DTO	http://data.bioontology.org/metadata/Ontology	Ontology	Drug Target Ontology	FALSE	Drug Target Ontology (DTO) is being developed at the University of Miami in the research group of Stephan Schürer. DTO is supported by grant U54CA189205 (Illuminating the Druggable Genome Knowledge Management Center, Tudor Oprea, PI) awarded by the NCI through the NIH Common Fund. It is a component of the Illuminating the Druggable Genome (IDG) project (https://commonfund.nih.gov/idg). The DTO project develops a novel semantic framework to formalize knowledge about drug targets with a focus on the current IDG protein families. The DTO is developed as a reference for drug targets with the longer-term goal to create a community standard that will facilitate the integration of diverse drug discovery information from numerous heterogeneous resources. The first version of the DTO consists of asserted class hierarchies of the four IDG protein families, GPCRs, kinases, ion channels, and nuclear hormone receptors. Protein classes are linked to tissue and disease via different levels of confidence. DTO also contains drug target development level classifications developed in the IDG project (http://targetcentral.ws/), and functional and qualitative annotations and classifications for kinase proteins, GPCR ligands and ion channels. DTO is modeled in OWL2-DL to enable further classification by inference reasoning and SPARQL queries. DTO is implemented following a modularization approach. DTO is used as the organizational framework for drug targets in the IDG PHAROS User Interface Portal (https://pharos.nih.gov) and also the Tin-X Target Importance and Novelty Explorer (http://newdrugtargets.org).	10075	Molecule|Other|Human|Chemical|Protein|Gene Product	OWL	2018-02-15T00:00:00+00:00	2018-02-15T18:02:12-08:00	http://drugtargetontology.org/	http://drugtargetontology.org/	http://drugtargetontology.org/	1.1.1	TRUE	TRUE
VICO	https://data.bioontology.org/ontologies/VICO	http://data.bioontology.org/metadata/Ontology	Ontology	Vaccination Informed Consent Ontology	FALSE	The Vaccination Informed Consent Ontology (VICO) is a community-driven ontology in the domain of vaccination/immunization informed consent.	710	Immunology|Health	OWL	2016-01-30T18:14:05-08:00	2016-01-30T18:14:07-08:00	https://github.com/VICO-ontology			Arbor version; 1.0.52	TRUE	TRUE
LC-SUBJECTS	https://data.bioontology.org/ontologies/LC-SUBJECTS	http://data.bioontology.org/metadata/Ontology	Ontology	Library of Congress Subject Headings	FALSE	A transformation of the Library of Congress Linked Data Dataset for Subject Headings	425614	Vocabularies	OWL	2018-01-31T00:00:00+00:00	2018-01-31T17:24:35-08:00					TRUE	TRUE
ETETE	https://data.bioontology.org/ontologies/ETETE	http://data.bioontology.org/metadata/Ontology	Ontology	TETRET	FALSE		0									FALSE	FALSE
MF	https://data.bioontology.org/ontologies/MF	http://data.bioontology.org/metadata/Ontology	Ontology	Mental Functioning Ontology	FALSE		401		OWL	2020-08-07T18:08:13-07:00	2020-08-07T18:08:17-07:00	https://github.com/jannahastings/mental-functioning-ontology/	https://github.com/jannahastings/mental-functioning-ontology/	https://github.com/jannahastings/mental-functioning-ontology/p/mental-functioning-ontology/	2020-08-07	TRUE	TRUE
HAMIDEHSGH	https://data.bioontology.org/ontologies/HAMIDEHSGH	http://data.bioontology.org/metadata/Ontology	Ontology	Inherited Retinal Dystrophy	FALSE	Inherited retinal dystrophy (IRD) as one of the rare ocular diseases encompasses different types of hereditary retinal degenerations appearing by involvement of the different layers of the posterior ocular segment. In respect of the importance of the classification systems regarding the recorded history of biologic and natural sciences, there is no classification regarding the IRD diagnoses. Therefore, we aimed to present a novel classification in this regard.	407	Human	OWL	2019-07-10T00:00:00+00:00	2019-07-10T18:50:19-07:00					TRUE	TRUE
